index,protein,ec
177,YPL003W,3.8954911236078654e-07
178,YIL078W,0.0006137114346862065
179,YNR026C,3.4522250929635054e-05
180,YNR035C,0.0005149204439341722
181,YPR185W,3.7163145406516014e-05
182,YJL055W,1.064591674916868e-05
183,YPR171W,0.004276482929810007
184,YLL034C,0.03511778461227619
185,YNL090W,1.5664088744275978e-06
186,YNL214W,2.395570570642185e-05
187,YNL252C,0.001796979055422527
188,YGL055W,0.001332184135544807
189,YKL122C,0.001107122049431006
190,YPR164W,6.214746625950339e-06
191,YER002W,0.00025052595239253753
192,YOL111C,0.0005451048271004718
193,YIL055C,2.681151536083497e-05
194,YER075C,5.253158416246637e-06
195,YGL211W,1.3949550774131143e-05
196,YER132C,2.9851071674942886e-05
197,YML034W,0.00069082120608384
198,YBR053C,8.567334571159747e-06
199,YHR020W,0.0027181681694844148
200,YMR131C,0.00013314176176090257
201,YCL034W,2.253782594515856e-06
202,YGR177C,2.117936170814445e-05
203,YEL062W,5.497961614290006e-05
204,YDL125C,1.6225053868648618e-05
205,YIR019C,1.1173195747912882e-05
206,YLL026W,0.0002519288517840659
207,YGR262C,4.516909620776665e-06
208,YEL033W,0.00026243664448034735
209,YLR034C,0.00022436047398608782
210,YJR121W,0.0001612913928901235
211,YBR133C,3.69759374044263e-05
212,YLR197W,0.05430816327608226
213,YIL042C,8.415642480966708e-06
214,YGL190C,0.00033858989051344644
215,YOL152W,0.000253042580613178
216,YBR158W,0.00012705568522426356
217,YNL125C,0.0007573413330709159
218,YER003C,1.841216730485436e-05
219,YGR060W,5.956303642625052e-06
220,YHR038W,2.693360924553593e-06
221,YDR046C,5.798259397204585e-06
222,YLR010C,0.001563432966421997
223,YMR201C,3.818683853497099e-06
224,YBR164C,7.276895752076895e-05
225,YLR102C,6.678162969567516e-05
226,YPR162C,0.004023565261293947
227,YMR105C,9.219715123169641e-05
228,YGL108C,0.00020619315131544178
229,YLR132C,2.16286284685525e-05
230,YJR125C,0.0017683398517018964
231,YNL053W,0.0
232,YDR299W,0.02996947587943043
233,YDL157C,0.00012970686057675802
234,YML124C,0.0029155541770459407
235,YBL013W,6.563035991619651e-06
236,YAR031W,3.146024719759122e-05
237,YHR099W,0.002274930689695492
238,YCL056C,0.00015629846791254638
239,YAL051W,0.0015124935640657051
240,YGR128C,0.018159141887972734
241,YJL225C,1.003220876180528e-05
242,YMR264W,0.0006290402967284741
243,YMR163C,0.0014794130677806261
244,YJR102C,1.2933021186768934e-05
245,YLR067C,0.0008964208663734106
246,YJL171C,6.772102871591193e-06
247,YJR058C,1.422674997388181e-05
248,YLR098C,2.0042070670692228e-05
249,YNL012W,6.169276024808605e-05
250,YJR064W,4.896933528690202e-05
251,YCR047C,0.00013737937471657382
252,YBR025C,0.0006180327391169845
253,YLL046C,2.440120222454052e-05
254,YPL002C,4.242758481544368e-06
255,YLR386W,1.2476134641187368e-05
256,YLR086W,1.0946465903649814e-05
257,YCR034W,5.335930275174728e-05
258,YEL064C,3.5961044134837943e-06
259,YGR084C,0.0012259540670450896
260,YFL034C-A,0.019752406268340225
261,YMR118C,0.0001644166295183571
262,YBR255W,1.9241293878785874e-06
263,YBR122C,0.00198768323904729
264,YGL043W,0.00012870934425166628
265,YLR103C,3.638892873927718e-06
266,YPR073C,8.384152125242122e-05
267,YAL064W-B,2.128214235262495e-07
268,YPL262W,3.52936873733636e-05
269,YLR421C,0.0007456564428554043
270,YPL236C,4.803918038857534e-07
271,YDR427W,0.0007438681555647649
272,YBR238C,0.0008878300857528185
273,YLR422W,0.000743951010342438
274,YKL063C,7.133091780263527e-07
275,YNL187W,1.0737952190448702e-05
276,YDR367W,5.546410854464491e-08
277,YPL072W,3.265753032232433e-05
278,YDR456W,7.773894825225658e-06
279,YDR190C,0.0010795838976509246
280,YOR191W,0.0010650874692062896
281,YJR031C,7.9576324919032e-06
282,YMR178W,4.915371494301083e-05
283,YLL060C,7.07091765926384e-06
284,YCL029C,3.823521738185574e-07
285,YDR246W,3.168716765808463e-05
286,YLR115W,0.0053437132456421845
287,YJL219W,2.892151661928109e-06
288,YPR045C,0.00013520380179099243
289,YHR046C,8.505862786320762e-06
290,YMR117C,8.909775906843042e-06
291,YKL007W,0.00018734961948937813
292,YDR004W,0.00021691430598083514
293,YDL116W,2.7768277614330672e-05
294,YLR063W,4.177761016143987e-05
295,YGR135W,0.0002407032178338066
296,YMR240C,0.0012164530159556699
297,YDR432W,0.0019356275397493861
298,YJL048C,4.722406124340598e-06
299,YDR068W,0.0005279576400189915
300,YBR248C,5.754843841153352e-06
301,YLR187W,0.0008976978123076085
302,YDL183C,0.0003125875973647521
303,YJL196C,2.3865007868339476e-06
304,YOL162W,7.016639350533834e-06
305,YLR090W,2.532619225051062e-05
306,YJL026W,4.947390770669308e-05
307,YMR021C,2.093267563350834e-05
308,YHR097C,0.0017794779090082905
309,YNL110C,0.054408035109181595
310,YPL021W,1.423667751841664e-05
311,YMR196W,0.00010265769040125681
312,YOR372C,9.185111885841054e-08
313,YBR282W,0.0005306030750007988
314,YBL017C,0.0001448231933185863
315,YHL009C,3.8308984407314065e-06
316,YOR125C,2.100501677148362e-05
317,YHL023C,2.396612954737271e-05
318,YMR032W,4.771387059093421e-06
319,YOL123W,0.0014546817449763378
320,YLR409C,0.0176191577023643
321,YFL002C,0.042182931327182954
322,YHR042W,3.5107196905849435e-05
323,YDR161W,0.0005441379335234645
324,YDR235W,0.0006183106959757077
325,YNR045W,2.144474839976491e-05
326,YIL157C,6.862652337947763e-06
327,YHR177W,0.0003424195808732448
328,YDR405W,0.0006416725595966776
329,YGL116W,7.082680171324752e-05
330,YHR198C,1.3743764714917463e-06
331,YNL234W,0.00016814348690296613
332,YJL158C,4.962219933420991e-06
333,YMR155W,9.530470385144419e-08
334,YKL176C,3.8338542637800624e-05
335,YDR362C,9.731754564551527e-05
336,YGR241C,4.774798941237097e-05
337,YOR155C,0.00020916547920807815
338,YBR257W,1.3984548118145705e-05
339,YOR262W,0.0005675883778687449
340,YAL018C,5.6896238371413635e-06
341,YNL259C,0.00043705925279465387
342,YLR381W,0.0006928281561611203
343,YKL035W,0.0014431785920226991
344,YER159C,0.00021008175976327078
345,YJR025C,0.0003640701745726509
346,YLR414C,1.4283386303954868e-06
347,YPR066W,5.845766561815882e-09
348,YLR397C,6.59136847354864e-06
349,YDR315C,4.859181401904743e-07
350,YML116W,1.1423512569369633e-06
351,YDR196C,0.0011320081420870948
352,YDL092W,0.00041381311714834584
353,YDR096W,2.2111339565799164e-05
354,YDL047W,0.0010217436023383182
355,YML008C,0.0004006201581132471
356,YJR100C,0.0003515532506975742
357,YMR303C,3.489908610786764e-05
358,YMR078C,6.666861872821679e-05
359,YDL233W,3.945912284456813e-05
360,YIL009C-A,4.2742313630058e-06
361,YPR189W,0.019746861430827194
362,YJL178C,0.00010901987387388074
363,YBR137W,3.826706707942213e-06
364,YEL022W,0.002870482079516893
365,YAL022C,6.4422022076669935e-06
366,YJR137C,5.4547731204037795e-06
367,YNR066C,2.512940873483851e-05
368,YGL140C,2.1876099764046825e-05
369,YDL107W,1.887966165408905e-06
370,YNL213C,0.0005283631467109044
371,YER039C-A,0.0006495735922469821
372,YFR003C,0.0037824090972360656
373,YIL106W,2.340607751601901e-05
374,YLR248W,1.626614529833964e-05
375,YLR277C,0.006512957224385879
376,YER089C,0.00018794207191986348
377,YOR144C,5.94935689644917e-05
378,YGL103W,0.12299801530333658
379,YCR038C,0.00018773222277630052
380,YBR112C,1.0307640981788332e-05
381,YBR214W,0.00031621271441544863
382,YNL322C,8.907145833827613e-07
383,YLR441C,0.10254109727628576
384,YKL152C,0.000837404491942501
385,YKR062W,5.7669695598446525e-05
386,YOR062C,1.8774566314365848e-05
387,YDL205C,7.278390847197072e-07
388,YKL046C,0.0012633801793715646
389,YOR223W,3.5437689479676246e-06
390,YPL069C,0.00010676665499307406
391,YEL055C,0.0032695722897600676
392,YJL145W,8.300015059988547e-06
393,YPR105C,0.00023780891044364677
394,YER052C,0.0002175553673871464
395,YPL194W,2.887749850238389e-06
396,YOR211C,0.00015681786651090964
397,YHR123W,0.0006751879170947556
398,YHR191C,0.00010555645949843471
399,YPR163C,0.0005329004389483267
400,YDR003W,1.4041470673121492e-05
401,YDR395W,0.0017122159432439304
402,YNL219C,0.0010047696694928405
403,YDL144C,5.015675570354069e-05
404,YOR008C,5.6688055003935004e-05
405,YOL047C,0.0009071209807945289
406,YBR095C,0.0002811296930298062
407,YMR047C,3.7180199576131574e-05
408,YKL187C,3.384093828663891e-05
409,YIL067C,1.1498978599248931e-07
410,YIR034C,9.813117527732825e-05
411,YIL061C,0.0010119955505327287
412,YPL097W,1.7163387698675112e-07
413,YDR348C,0.00031299173200540533
414,YDR314C,0.00295142638787456
415,YNL175C,0.012432134281029579
416,YDR073W,0.0006769782574007277
417,YDR303C,0.001143334032031754
418,YDR540C,3.865518305519538e-06
419,YBR040W,9.353897450331435e-05
420,YOR065W,1.1064469371611373e-05
421,YDR212W,0.0006022406551721664
422,YDL166C,0.0008766579090351997
423,YMR027W,7.40009336181959e-05
424,YBR004C,7.97480425885537e-06
425,YPL201C,6.957138156385997e-06
426,YKR090W,1.1089056315862352e-06
427,YOR209C,3.772615714958061e-05
428,YDL193W,0.00022766307891874417
429,YGR252W,0.0014690603023879971
430,YER105C,8.949851118811148e-06
431,YOR051C,8.980377693512683e-06
432,YGR251W,0.00017906112125081196
433,YBR151W,0.00035269710643395997
434,YBL064C,0.0007051757000597228
435,YDR219C,1.999187485097322e-05
436,YGL064C,0.003132182591429157
437,YIL037C,0.0001376027835726751
438,YDR165W,1.578639984116036e-05
439,YBR287W,0.0005342491754008627
440,YCR033W,0.00018651238355920364
441,YMR296C,8.600836172576789e-05
442,YPR112C,0.0086517623255908
443,YDR021W,0.0025645062826930133
444,YNL001W,1.2914107661550384e-05
445,YOL068C,2.3310593007731613e-05
446,YER007C-A,0.0029183229274689945
447,YKL029C,0.0021311771639697255
448,YDR324C,0.020993389485682495
449,YPR035W,0.0001255013871328013
450,YDR353W,5.956281585640185e-05
451,YPL066W,7.151626394091933e-05
452,YHR124W,2.330282014806816e-05
453,YER063W,0.00016294029460832432
454,YKL184W,3.182982254352724e-06
455,YFR031C-A,0.11075551919981717
456,YEL018W,0.00016258600284404959
457,YPL101W,0.0010354284154060105
458,YFL024C,0.00031874025585298455
459,YKL113C,0.0010850657611162107
460,YOL137W,7.806276228102472e-07
461,YML095C,0.00020541394701205243
462,YIL144W,3.5606747192366e-05
463,YPR098C,3.168515928131103e-06
464,YAL058W,1.9564302058873307e-05
465,YIL138C,1.956798624648454e-05
466,YPL209C,5.972751621159901e-05
467,YFL025C,8.410727984609736e-05
468,YBR283C,0.0004903456001110103
469,YER098W,4.055866024474685e-06
470,YOL038W,0.0005209484072517349
471,YHR016C,0.0024213268220715212
472,YDR168W,8.234757752267468e-05
473,YJL183W,0.00029589578984030575
474,YOR049C,1.451843791841642e-06
475,YNL269W,2.1934142715701568e-06
476,YIL063C,4.894956854544307e-05
477,YLR313C,1.6992341080371082e-08
478,YOR172W,1.6322246658797848e-06
479,YNL005C,0.00868794394982607
480,YNL193W,6.165123082917824e-07
481,YFL049W,0.00025027699308687165
482,YBR152W,0.0005865305411144793
483,YAL017W,6.001009926977305e-05
484,YKR025W,0.004004940836856151
485,YDL033C,8.066975418840411e-05
486,YGR163W,4.039756319089597e-06
487,YOR354C,4.3481750412886086e-05
488,YIL077C,0.0002242334031649798
489,YNR070W,2.0433168242675987e-08
490,YHR205W,0.00043567985818265245
491,YOR096W,0.12052269841751138
492,YER043C,5.2800103462411696e-05
493,YKL038W,0.0006038512494220752
494,YHR192W,8.632196458232188e-06
495,YBR185C,0.00023843530357867704
496,YJR039W,1.8695651829971064e-09
497,YLR406C,0.0745482398584866
498,YHR017W,4.530060617757248e-05
499,YDR147W,9.250550218256952e-08
500,YGR250C,0.0003797657663413587
501,YKL182W,0.002034111412478882
502,YLR272C,3.2537798591869164e-06
503,YEL041W,2.6994229001395323e-05
504,YNL009W,9.438180705470245e-05
505,YBL020W,1.7526926107997694e-06
506,YPR111W,1.0153482201615869e-05
507,YLR005W,0.00017644268380146442
508,YPR187W,0.0014331102247962895
509,YIL153W,6.503773337793567e-06
510,YNL314W,1.587254195879559e-05
511,YDL140C,0.0008045384607177926
512,YGL244W,0.0004733752602056232
513,YGR278W,0.0007881142513432712
514,YLR147C,0.0019031744432312205
515,YKL089W,0.0012176198420726571
516,YMR193W,0.0012928423748937061
517,YJR041C,0.0004309663956683259
518,YOR137C,2.104977600070549e-05
519,YMR202W,0.00024113352266202684
520,YLR049C,7.916018416301949e-07
521,YBR166C,2.1470612646696395e-06
522,YOR329C,5.322328410651424e-05
523,YGR240C,0.0003947101337736711
524,YML079W,0.00011879254688875393
525,YDR499W,3.1834066010221046e-05
526,YPR081C,0.00010062220224921764
527,YDR475C,6.399001819427543e-05
528,YDR420W,9.67976575882581e-06
529,YMR266W,0.0003630974539824495
530,YPL078C,1.1433888411305306e-05
531,YNL290W,0.0014204751519813462
532,YKL164C,4.602497107383903e-06
533,YFR001W,0.03411953146018218
534,YGR106C,3.3947454736035216e-05
535,YNR050C,0.00024594323927180895
536,YHR044C,8.293997416140882e-06
537,YGL228W,0.00011512791944438717
538,YHR027C,0.0008550838577502334
539,YOR353C,0.00017391964657270724
540,YML055W,0.0008575143905271601
541,YER139C,4.838063168296642e-05
542,YGR097W,0.0010259062893957541
543,YMR025W,2.1229698447678182e-05
544,YHR202W,3.860062204954545e-05
545,YLR182W,5.385547705407152e-05
546,YBR201W,3.143585753638347e-05
547,YGR003W,4.2389303765084504e-06
548,YHR140W,0.00030242396617739077
549,YIR021W,2.9519955357598698e-05
550,YLR128W,6.16742388435577e-07
551,YMR291W,2.1490715281411774e-05
552,YOL063C,1.0800001319853555e-06
553,YOR272W,0.05512007916179961
554,YPR024W,6.729968056311771e-05
555,YPL247C,4.884241444976826e-10
556,YPL145C,0.0002863311420603713
557,YDR501W,0.0003787074183280335
558,YHR193C,0.0034784193025979636
559,YJR033C,0.00010947563149152963
560,YNL244C,0.004743654538949895
561,YGR124W,8.793808973190203e-05
562,YBL005W,1.8853350181269775e-05
563,YIR006C,0.00010596062437061597
564,YOR017W,9.819818011653704e-06
565,YJL060W,3.04179132493676e-06
566,YBR245C,0.002058950728755299
567,YGR145W,0.026908466529953275
568,YCR020W-B,0.00014116259699211946
569,YGR212W,2.1010662610563654e-05
570,YMR224C,1.025298020266927e-05
571,YDR098C,0.0006999967565505763
572,YBR003W,1.3618365375848413e-05
573,YFL054C,7.906659393932828e-06
574,YJL194W,1.4093614650063951e-05
575,YBR281C,1.528360384473654e-05
576,YDR171W,0.0004010413544023644
577,YNL260C,7.92780642979624e-06
578,YDR120C,1.7866607471191054e-05
579,YJR144W,6.87013944187213e-06
580,YPL006W,0.0007332945618258095
581,YLR163C,0.0005330758253539004
582,YER087W,0.00014751191543988816
583,YGR081C,0.005307583487817348
584,YHR112C,7.177111320137147e-06
585,YKL119C,3.9895767881761666e-05
586,YDL008W,1.2439239624710425e-05
587,YPR052C,0.026323093901440508
588,YLR148W,0.00020502049502552197
589,YBR001C,0.00026778963679360113
590,YJL115W,6.561059770794484e-05
591,YGR056W,0.00036289225185415566
592,YJR022W,0.00036759980137838604
593,YGR181W,0.0001516133750152248
594,YKR088C,4.0058414711429065e-05
595,YNR024W,8.876953648327462e-05
596,YLR341W,0.0007943064665360719
597,YDR288W,1.1480692610122568e-05
598,YPR083W,1.930372100973072e-05
599,YMR064W,3.488140590022933e-05
600,YKL112W,0.0007962370786275757
601,YPL244C,1.4397562488432548e-06
602,YGR222W,5.087923570851613e-05
603,YLR188W,2.1001229557229394e-05
604,YGL186C,5.397941075974611e-05
605,YDL081C,0.026315615513473813
606,YLR022C,0.00235267150485899
607,YNL159C,0.0028562128662637065
608,YPL050C,0.0002549690722642785
609,YGL027C,0.0012554021821665517
610,YGR166W,2.9848440842851735e-05
611,YGR047C,0.00026144794008958153
612,YDL194W,5.758497063995019e-07
613,YML078W,7.231953932856319e-07
614,YOR190W,6.126383931843737e-06
615,YDR333C,8.342992370686228e-06
616,YDR155C,2.2373209135316352e-05
617,YGL075C,2.4507719747248042e-05
618,YAL020C,5.224636300792864e-06
619,YDR109C,9.125999993490619e-08
620,YOR111W,0.00031233777582349176
621,YFL026W,4.676895675260984e-05
622,YGR108W,0.0008489859167748434
623,YFR041C,0.0001612839376686187
624,YPL085W,0.00027706960720202506
625,YGL263W,9.136173236385762e-05
626,YER113C,5.020204400092962e-06
627,YLR004C,3.3810437588895443e-06
628,YBR054W,7.936862361343132e-06
629,YPL010W,0.0008816662418383715
630,YKL213C,0.00011307089620621067
631,YPR054W,7.355075300353158e-05
632,YDL121C,1.7794507864154617e-05
633,YML050W,1.1181044495141262e-06
634,YNL115C,7.944430249816274e-06
635,YLR033W,0.0003697290057050952
636,YLR256W,1.9869219259261347e-05
637,YPR140W,0.00030968957591240987
638,YGL016W,0.000236328285208427
639,YCR036W,6.790006006108158e-06
640,YGL256W,4.943324311955926e-06
641,YBR191W,0.07209723825642357
642,YMR300C,4.730832201195563e-05
643,YOL088C,2.4126451037304554e-05
644,YPR128C,3.253601948227755e-05
645,YEL053C,1.459120482966027e-05
646,YJR001W,3.810361561232996e-06
647,YDL199C,9.459396370271099e-06
648,YMR183C,0.00040219673411322226
649,YDL111C,0.0008277451315605806
650,YCR082W,2.1319088217570863e-05
651,YGR040W,6.912404218427435e-05
652,YMR309C,0.01793984601239105
653,YLR453C,2.7538954317694245e-05
654,YPR151C,4.6179087399050995e-06
655,YLR003C,0.0055970850304406525
656,YDR052C,2.7742446091524332e-05
657,YDR342C,0.0016441337003184901
658,YPL184C,0.00012563060375226425
659,YBR234C,2.3548821083727375e-05
660,YNL230C,0.0010232457241494783
661,YBR110W,5.340488576336257e-06
662,YOL058W,2.2896050133713735e-05
663,YAL013W,0.00013230180524010938
664,YKL172W,0.048307387271566554
665,YJR069C,0.0002811787824441601
666,YNL065W,0.0001522358441162073
667,YKL027W,1.6028606497203448e-06
668,YDR135C,6.626718111317998e-06
669,YLL002W,1.3800051789465027e-05
670,YPR093C,0.00045361973837516797
671,YBR143C,0.0025909303700981635
672,YBR280C,5.079803116368201e-05
673,YNL249C,0.00018369386857107129
674,YBR196C,0.00034537729581298333
675,YLR203C,2.0994575973442574e-05
676,YJR159W,2.270457753458582e-05
677,YLR247C,1.2857066314181567e-06
678,YMR038C,0.00014049147330084718
679,YDL007W,0.0004151614690668302
680,YDL134C,6.261998759222868e-05
681,YGR238C,4.7139805062358395e-05
682,YGL242C,0.0008343213805135169
683,YER148W,0.0008236308338375912
684,YDL019C,4.781649149140202e-05
685,YGL206C,0.0005121687172428799
686,YMR188C,0.0011569758833290457
687,YLR152C,2.5109482803317067e-05
688,YJL091C,2.6611672103356744e-05
689,YPR127W,6.003759854053117e-05
690,YBR220C,0.0008489685992122039
691,YLL043W,3.0166631667290067e-05
692,YOR198C,0.019411577626872928
693,YKL106W,3.814129275512528e-05
694,YNL056W,2.7556039889661275e-06
695,YHR039C,8.800920939223204e-06
696,YKL163W,1.463556486004347e-06
697,YMR233W,0.00012018814525961344
698,YOR134W,0.0005575004346638272
699,YNL039W,0.0002531535458154706
700,YDR272W,0.000492574169068615
701,YPR065W,1.9884748182407096e-05
702,YPL267W,1.2796121425147143e-05
703,YDL059C,2.0677259516942163e-07
704,YJL072C,0.0006526553448338631
705,YPL051W,7.116734156379706e-06
706,YFL001W,1.0639215352832398e-05
707,YNL085W,0.0005536799486667049
708,YOR018W,1.3294227967623393e-05
709,YBL021C,1.4839268522530677e-05
710,YGL090W,4.536580379033299e-05
711,YNL079C,3.5641852586696462e-06
712,YKL132C,3.167836102393025e-06
713,YNR056C,2.4945665730151183e-06
714,YNR023W,0.0008054682588786589
715,YNL151C,0.0007637870173530648
716,YNL121C,5.948511725272763e-05
717,YLR249W,0.0026761886065660005
718,YNL045W,0.0001859083607486597
719,YBR141C,5.949368295382813e-06
720,YMR241W,0.00031151412442907044
721,YGL097W,4.3714252936244874e-05
722,YDR104C,9.238874273558241e-06
723,YBR066C,8.811407211572954e-06
724,YLL015W,1.1061040996421859e-05
725,YDR211W,0.0011639338556979867
726,YJR148W,0.00021833017342542813
727,YPR166C,0.0003004124096612451
728,YDL105W,6.400508753250817e-05
729,YLR324W,7.923073437333828e-07
730,YDL127W,5.1014096607254636e-05
731,YOL067C,0.00011466053309918042
732,YOR214C,2.7004101292338094e-05
733,YFL062W,7.773316568906507e-06
734,YPL008W,1.5572082552558637e-05
735,YNL295W,1.4217469971412798e-06
736,YGL169W,1.5166164273763578e-05
737,YGR046W,6.577348354550569e-05
738,YOL030W,6.620321974026749e-05
739,YPL190C,0.0034253122825052148
740,YKL186C,1.0378265578923492e-05
741,YKR068C,0.0005198798873891946
742,YBR005W,3.73306320936775e-05
743,YJL027C,1.626091569110034e-05
744,YOR168W,2.0626667912297876e-05
745,YIL092W,4.096847814003619e-06
746,YBR147W,1.9701694901563233e-05
747,YOL010W,0.01190065156977985
748,YER125W,7.992851460129276e-05
749,YAL015C,1.5779762202340783e-05
750,YFL037W,0.0006737043989809013
